"Category,Product,Eco-Score,Sustainability Tip"
"Electronics,Security Camera,3,Choose energy-efficient security cameras."
"Electronics,Video Doorbell,3,Choose energy-efficient video doorbells."
"Electronics,Robot Vacuum,3,Choose energy-efficient robot vacuums."
"Electronics,Air Purifier,3,Choose energy-efficient air purifiers with washable filters."
"Electronics,Humidifier,3,Choose energy-efficient humidifiers."
"Electronics,Dehumidifier,3,Choose energy-efficient dehumidifiers."
"Electronics,Electric Kettle,3,Choose energy-efficient electric kettles."
"Electronics,Coffee Maker (Electric),3,Choose energy-efficient coffee makers."
"Electronics,Microwave Oven,3,Choose energy-efficient microwave ovens."
"Electronics,Toaster,3,Choose energy-efficient toasters."
"Electronics,Air Fryer,3,Choose energy-efficient air fryers."
"Electronics,Instant Pot,3,Choose energy-efficient Instant Pots."
"Electronics,Slow Cooker,3,Choose energy-efficient slow cookers."
"Electronics,Blender (Electric),3,Choose energy-efficient blenders."
"Electronics,Food Processor,3,Choose energy-efficient food processors."
"Electronics,Hand Mixer (Electric),3,Choose energy-efficient hand mixers."
"Electronics,Electric Toothbrush,3,Choose electric toothbrushes with replaceable heads."
"Electronics,Hair Dryer,3,Choose energy-efficient hair dryers."
"Electronics,Hair Straightener,3,Choose energy-efficient hair straighteners."
"Electronics,Hair Curler,3,Choose energy-efficient hair curlers."
"Electronics,Electric Shaver,3,Choose electric shavers with rechargeable batteries."
"Electronics,Electric Trimmer,3,Choose electric trimmers with rechargeable batteries."
"Electronics,GPS Device,3,Choose GPS devices with rechargeable batteries."
"Electronics,Fitness Tracker,3,Choose fitness trackers with rechargeable batteries."
"Electronics,Portable Projector,3,Choose portable projectors with energy-efficient lamps."
"Electronics,E-reader,3,Choose e-readers with energy-efficient screens."
"Electronics,Digital Picture Frame,3,Choose digital picture frames with energy-efficient screens."
"Electronics,Calculator (Scientific, Financial),3,Choose solar-powered calculators."
"Electronics,Alarm Clock (Digital),3,Choose alarm clocks with low power consumption."
"Electronics,Radio (Portable, Internet),3,Choose radios with rechargeable batteries."
"Electronics,Record Player,3,Choose record players with energy-efficient motors."
"Electronics,Amplifier,3,Choose amplifiers with energy-efficient components."
"Electronics,Equalizer,3,Choose equalizers with energy-efficient components."
"Electronics,DJ Controller,3,Choose DJ controllers with energy-efficient components."
"Electronics,Keyboard (Musical),3,Choose keyboards with energy-efficient components."
"Electronics,Digital Piano,3,Choose digital pianos with energy-efficient components."
"Electronics,Synthesizer,3,Choose synthesizers with energy-efficient components."
"Electronics,Electric Guitar,3,Choose electric guitars with energy-efficient components."
"Electronics,Electric Bass,3,Choose electric basses with energy-efficient components."
"Electronics,Guitar Amplifier,3,Choose guitar amplifiers with energy-efficient components."
"Electronics,Portable Speaker (Guitar),3,Choose portable guitar speakers with rechargeable batteries."
"Electronics,Metronome,3,Choose metronomes with energy-efficient components."
"Electronics,Tuner,3,Choose tuners with energy-efficient components."
"Electronics,Multimeter,3,Choose multimeters with energy-efficient components."
"Electronics,Soldering Iron,3,Choose soldering irons with energy-efficient heating elements."
"Electronics,Oscilloscope,3,Choose oscilloscopes with energy-efficient screens."
"Electronics,Function Generator,3,Choose function generators with energy-efficient components."
"Electronics,Power Supply,3,Choose power supplies with energy-efficient components."
"Electronics,Logic Analyzer,3,Choose logic analyzers with energy-efficient components."
"Electronics,Circuit Tester,3,Choose circuit testers with energy-efficient components."
"Electronics,Cable Tester,3,Choose cable testers with energy-efficient components."
"Electronics,Network Tester,3,Choose network testers with energy-efficient components."
"Electronics,Satellite Dish,3,Choose satellite dishes with energy-efficient receivers."
"Electronics,Signal Booster,3,Choose signal boosters with energy-efficient components."
"Electronics,Power Inverter,3,Choose power inverters with high efficiency."
"Electronics,Car Charger,3,Choose car chargers with high efficiency."
"Electronics,Jump Starter,3,Choose jump starters with high efficiency."
"Children & Baby Products,Diapers (Newborn, Size 1-6),4,Choose cloth diapers or biodegradable disposable diapers."
"Children & Baby Products,Wipes,4,Use reusable cloth wipes or biodegradable wipes."
"Children & Baby Products,Diaper Rash Cream,4,Choose creams with natural ingredients and minimal packaging."
"Children & Baby Products,Baby Lotion,4,Choose lotions with natural ingredients and minimal packaging."
"Children & Baby Products,Baby Shampoo,4,Choose shampoos with natural ingredients and minimal packaging."
"Children & Baby Products,Baby Wash,4,Choose washes with natural ingredients and minimal packaging."
"Children & Baby Products,Baby Oil,4,Choose oils with natural ingredients and minimal packaging."
"Children & Baby Products,Baby Powder,4,Choose powders with natural ingredients and minimal packaging."
"Children & Baby Products,Baby Sunscreen,4,Choose reef-safe and mineral-based sunscreens."
"Children & Baby Products,Baby Toothpaste,4,Choose toothpaste with natural ingredients and recyclable tubes."
"Children & Baby Products,Baby Toothbrush,4,Choose bamboo or recycled plastic toothbrushes."
"Children & Baby Products,Baby Nail Clippers,3,Choose durable, long-lasting nail clippers."
"Children & Baby Products,Baby Hair Brush,3,Choose brushes with natural bristles and wooden handles."
"Children & Baby Products,Baby Comb,3,Choose combs made from wood or recycled materials."
"Children & Baby Products,Baby Thermometer,3,Choose a durable, long-lasting thermometer."
"Children & Baby Products,Baby Nasal Aspirator,3,Choose aspirators with minimal plastic parts."
"Children & Baby Products,Baby Medicine Dropper,3,Choose droppers with minimal plastic parts."
"Children & Baby Products,Baby Monitor,3,Choose energy-efficient baby monitors."
"Children & Baby Products,Crib,3,Choose cribs made from sustainable wood or recycled materials."
"Children & Baby Products,Crib Mattress,3,Choose mattresses made from natural materials or recycled materials."
"Children & Baby Products,Crib Sheets,4,Choose sheets made from organic cotton or bamboo."
"Children & Baby Products,Baby Blanket,4,Choose blankets made from organic cotton or recycled materials."
"Children & Baby Products,Swaddle Blanket,4,Choose swaddle blankets made from organic cotton or recycled materials."
"Children & Baby Products,Sleep Sack,4,Choose sleep sacks made from organic cotton or recycled materials."
"Children & Baby Products,Bassinet,3,Choose bassinets made from sustainable wood or recycled materials."
"Children & Baby Products,Pack 'n Play,3,Choose Pack 'n Plays made from recycled materials or durable materials."
"Children & Baby Products,Changing Pad,3,Choose changing pads with washable covers or made from recycled materials."
"Children & Baby Products,Changing Pad Covers,4,Choose covers made from organic cotton or recycled materials."
"Children & Baby Products,Mobile,3,Choose mobiles made from natural materials or recycled materials."
"Children & Baby Products,Night Light,3,Choose LED night lights."
"Children & Baby Products,Sound Machine,3,Choose sound machines with energy-efficient settings."
"Children & Baby Products,Stroller (Standard, Jogging, Umbrella),3,Choose strollers made from recycled materials or durable materials."
"Children & Baby Products,Car Seat (Infant, Convertible, Booster),3,Choose car seats made from recycled materials or durable materials."
"Children & Baby Products,Baby Carrier,4,Choose carriers made from organic cotton or sustainable fabrics."
"Children & Baby Products,Baby Sling,4,Choose slings made from organic cotton or sustainable fabrics."
"Children & Baby Products,High Chair,3,Choose high chairs made from sustainable wood or recycled materials."
"Children & Baby Products,Booster Seat,3,Choose booster seats made from recycled materials or durable materials."
"Children & Baby Products,Bibs,4,Choose bibs made from organic cotton or recycled materials."
"Children & Baby Products,Burp Cloths,4,Choose burp cloths made from organic cotton or recycled materials."
"Children & Baby Products,Bottles (Various Sizes),4,Choose glass or stainless steel bottles."
"Children & Baby Products,Bottle Brush,3,Choose brushes with natural bristles and wooden handles."
"Children & Baby Products,Bottle Sterilizer,3,Choose energy-efficient bottle sterilizers."
"Children & Baby Products,Formula (Various Types),4,Choose formulas with minimal packaging and natural ingredients."
"Children & Baby Products,Breast Pump,3,Choose breast pumps with energy-efficient settings."
"Children & Baby Products,Breast Milk Storage Bags,4,Choose reusable silicone storage bags."
"Children & Baby Products,Nursing Pillow,4,Choose pillows made from organic cotton or recycled materials."
"Children & Baby Products,Pacifiers,4,Choose pacifiers made from natural rubber or biodegradable materials."
"Children & Baby Products,Teething Toys,4,Choose teething toys made from natural rubber or wood."
"Children & Baby Products,Baby Food (Various Stages),4,Make your own baby food or choose baby food in glass jars."
"Children & Baby Products,Baby Food Maker,3,Choose energy-efficient baby food makers."
"Children & Baby Products,Sippy Cups,4,Choose sippy cups made from stainless steel or glass."
"Children & Baby Products,Toddler Utensils,3,Choose utensils made from bamboo or stainless steel."
"Children & Baby Products,Placemats,4,Choose placemats made from silicone or recycled materials."
"Children & Baby Products,Baby Gates,3,Choose gates made from sustainable wood or recycled materials."
"Children & Baby Products,Outlet Covers,3,Choose outlet covers made from recycled materials."
"Children & Baby Products,Cabinet Locks,3,Choose cabinet locks made from recycled materials."
"Children & Baby Products,Corner Guards,3,Choose corner guards made from recycled materials."
"Children & Baby Products,Baby Bouncer,3,Choose bouncers made from recycled materials or durable materials."
"Children & Baby Products,Baby Swing,3,Choose swings made from recycled materials or durable materials."
"Children & Baby Products,Activity Center,3,Choose activity centers made from recycled materials or durable materials."
"Children & Baby Products,Playmat,4,Choose playmats made from organic cotton or recycled materials."
"Children & Baby Products,Play Gym,3,Choose play gyms made from sustainable wood or recycled materials."
"Children & Baby Products,Baby Toys (Rattles, Teethers, Plush Toys),4,Choose toys made from natural rubber, wood, or organic cotton."
"Children & Baby Products,Books (Board Books, Cloth Books),3,Choose books made from recycled paper or cloth books made from organic cotton."
"Children & Baby Products,Bath Toys,4,Choose bath toys made from natural rubber or wood."
"Children & Baby Products,Hooded Towels,4,Choose towels made from organic cotton or bamboo."
"Children & Baby Products,Washcloths,4,Choose washcloths made from organic cotton or bamboo."
"Children & Baby Products,Bath Tub,3,Choose bathtubs made from recycled materials or durable materials."
"Children & Baby Products,Potty Training Seat,3,Choose seats made from recycled materials or durable materials."
"Children & Baby Products,Potty Training Pants,4,Choose pants made from organic cotton or recycled materials."
"Children & Baby Products,Toddler Bed,3,Choose beds made from sustainable wood or recycled materials."
"Children & Baby Products,Toddler Bed Sheets,4,Choose sheets made from organic cotton or bamboo."
"Children & Baby Products,Toddler Pillow,4,Choose pillows made from organic cotton or recycled materials."
"Children & Baby Products,Kids' Clothing (Various Sizes),4,Choose clothing made from organic cotton, recycled materials, or sustainable fabrics."
"Children & Baby Products,Kids' Shoes,4,Choose shoes made from recycled materials or sustainable leather alternatives."
"Children & Baby Products,Kids' Socks,4,Choose socks made from organic cotton, bamboo, or recycled materials."
"Children & Baby Products,Kids' Underwear,4,Choose underwear made from organic cotton, bamboo, or recycled materials."
"Children & Baby Products,Kids' Pajamas,4,Choose pajamas made from organic cotton or bamboo."
"Children & Baby Products,Kids' Swimwear,4,Choose swimwear made from recycled materials."
"Children & Baby Products,Kids' Coats and Jackets,4,Choose coats and jackets made from recycled materials or sustainable fabrics."
"Children & Baby Products,Kids' Hats and Gloves,4,Choose hats and gloves made from organic cotton, wool, or recycled materials."
"Children & Baby Products,Kids' Backpacks,4,Choose backpacks made from recycled materials or sustainable fabrics."
"Children & Baby Products,Lunch Boxes,4,Choose lunch boxes made from stainless steel or recycled materials."
"Children & Baby Products,Water Bottles,2,Choose reusable water bottles."
"Children & Baby Products,Arts and Crafts Supplies,4,Choose supplies made from recycled materials or natural materials."
"Children & Baby Products,Coloring Books,3,Choose books made from recycled paper."
"Children & Baby Products,Crayons,4,Choose crayons made from natural waxes."
"Children & Baby Products,Markers,4,Choose markers made from recycled materials or with water-based inks."
"Children & Baby Products,Play-Doh,4,Choose play-doh made from natural ingredients."
"Children & Baby Products,Building Blocks,4,Choose blocks made from sustainable wood"
